Record#,Match#,Cup#,Race#,Date,Extra150cc,Cup,Track,Racer,Points,RaceWin,CupWin,CupPoints,MatchPoints,Range,MatchCupWins,MatchRaceWins,MatchWinType,ComputerWinFirst,MatchWin
1821,57,228,911,2/4/13,Extra,4 Special Cup,15 Banshee Boardwalk,Mario,9,Win,Tie,27,117,110-119,2,8,Cup Win,NO,Win
1822,57,228,911,2/4/13,Extra,4 Special Cup,15 Banshee Boardwalk,Peter,6,Lose,Tie,27,106,100-109,1,8,Cup Lose,NO,Lose
1823,57,228,912,2/4/13,Extra,4 Special Cup,16 Rainbow Road,Mario,9,Win,Tie,27,117,110-119,2,8,Cup Win,NO,Win
1824,57,228,912,2/4/13,Extra,4 Special Cup,16 Rainbow Road,Peter,3,Lose,Tie,27,106,100-109,1,8,Cup Lose,NO,Lose
1825,58,229,913,2/4/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Mario,6,Lose,Tie,30,123,120-129,3,9,Cup Win,NO,Win
1826,58,229,913,2/4/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Peter,9,Win,Tie,30,97,090-099,0,7,Cup Lose,NO,Lose
1827,58,229,914,2/4/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Mario,9,Win,Tie,30,123,120-129,3,9,Cup Win,NO,Win
1828,58,229,914,2/4/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Peter,6,Lose,Tie,30,97,090-099,0,7,Cup Lose,NO,Lose
1829,58,229,915,2/4/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,9,Win,Tie,30,123,120-129,3,9,Cup Win,NO,Win
1830,58,229,915,2/4/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,6,Lose,Tie,30,97,090-099,0,7,Cup Lose,NO,Lose
1831,58,229,916,2/4/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Mario,6,Lose,Tie,30,123,120-129,3,9,Cup Win,NO,Win
1832,58,229,916,2/4/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Peter,9,Win,Tie,30,97,090-099,0,7,Cup Lose,NO,Lose
1833,58,230,917,2/4/13,150cc,2 Flower Cup,5 Toad's Turnpike,Mario,9,Win,Win,30,123,120-129,3,9,Cup Win,NO,Win
1834,58,230,917,2/4/13,150cc,2 Flower Cup,5 Toad's Turnpike,Peter,6,Lose,Lose,24,97,090-099,0,7,Cup Lose,NO,Lose
1835,58,230,918,2/4/13,150cc,2 Flower Cup,6 Frappe Snowland,Mario,6,Lose,Win,30,123,120-129,3,9,Cup Win,NO,Win
1836,58,230,918,2/4/13,150cc,2 Flower Cup,6 Frappe Snowland,Peter,9,Win,Lose,24,97,090-099,0,7,Cup Lose,NO,Lose
1837,58,230,919,2/4/13,150cc,2 Flower Cup,7 Choco Mountain,Mario,9,Win,Win,30,123,120-129,3,9,Cup Win,NO,Win
1838,58,230,919,2/4/13,150cc,2 Flower Cup,7 Choco Mountain,Peter,0,Lose,Lose,24,97,090-099,0,7,Cup Lose,NO,Lose
1839,58,230,920,2/4/13,150cc,2 Flower Cup,8 Mario Raceway,Mario,6,Lose,Win,30,123,120-129,3,9,Cup Win,NO,Win
1840,58,230,920,2/4/13,150cc,2 Flower Cup,8 Mario Raceway,Peter,9,Win,Lose,24,97,090-099,0,7,Cup Lose,NO,Lose
1841,58,231,921,2/4/13,150cc,3 Star Cup,9 Wario Stadium,Mario,9,Win,Win,33,123,120-129,3,9,Cup Win,NO,Win
1842,58,231,921,2/4/13,150cc,3 Star Cup,9 Wario Stadium,Peter,6,Lose,Lose,19,97,090-099,0,7,Cup Lose,NO,Lose
1843,58,231,922,2/4/13,150cc,3 Star Cup,10 Sherbert Land,Mario,6,Lose,Win,33,123,120-129,3,9,Cup Win,NO,Win
1844,58,231,922,2/4/13,150cc,3 Star Cup,10 Sherbert Land,Peter,9,Win,Lose,19,97,090-099,0,7,Cup Lose,NO,Lose
1845,58,231,923,2/4/13,150cc,3 Star Cup,11 Royal Raceway,Mario,9,Win,Win,33,123,120-129,3,9,Cup Win,NO,Win
1846,58,231,923,2/4/13,150cc,3 Star Cup,11 Royal Raceway,Peter,1,Lose,Lose,19,97,090-099,0,7,Cup Lose,NO,Lose
1847,58,231,924,2/4/13,150cc,3 Star Cup,12 Bowser's Castle,Mario,9,Win,Win,33,123,120-129,3,9,Cup Win,NO,Win
1848,58,231,924,2/4/13,150cc,3 Star Cup,12 Bowser's Castle,Peter,3,Lose,Lose,19,97,090-099,0,7,Cup Lose,NO,Lose
1849,58,232,925,2/4/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Mario,6,Lose,Win,30,123,120-129,3,9,Cup Win,NO,Win
1850,58,232,925,2/4/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Peter,9,Win,Lose,24,97,090-099,0,7,Cup Lose,NO,Lose
1851,58,232,926,2/4/13,150cc,4 Special Cup,14 Yoshi Valley,Mario,9,Win,Win,30,123,120-129,3,9,Cup Win,NO,Win
1852,58,232,926,2/4/13,150cc,4 Special Cup,14 Yoshi Valley,Peter,0,Lose,Lose,24,97,090-099,0,7,Cup Lose,NO,Lose
1853,58,232,927,2/4/13,150cc,4 Special Cup,15 Banshee Boardwalk,Mario,6,Lose,Win,30,123,120-129,3,9,Cup Win,NO,Win
1854,58,232,927,2/4/13,150cc,4 Special Cup,15 Banshee Boardwalk,Peter,9,Win,Lose,24,97,090-099,0,7,Cup Lose,NO,Lose
1855,58,232,928,2/4/13,150cc,4 Special Cup,16 Rainbow Road,Mario,9,Win,Win,30,123,120-129,3,9,Cup Win,NO,Win
1856,58,232,928,2/4/13,150cc,4 Special Cup,16 Rainbow Road,Peter,6,Lose,Lose,24,97,090-099,0,7,Cup Lose,NO,Lose
1857,59,233,929,2/4/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Mario,9,Win,Tie,30,129,120-129,3,12,Cup Win,NO,Win
1858,59,233,929,2/4/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Peter,6,Lose,Tie,30,94,090-099,0,4,Cup Lose,NO,Lose
1859,59,233,930,2/4/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Mario,6,Lose,Tie,30,129,120-129,3,12,Cup Win,NO,Win
1860,59,233,930,2/4/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Peter,9,Win,Tie,30,94,090-099,0,4,Cup Lose,NO,Lose
1861,59,233,931,2/4/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,9,Win,Tie,30,129,120-129,3,12,Cup Win,NO,Win
1862,59,233,931,2/4/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,6,Lose,Tie,30,94,090-099,0,4,Cup Lose,NO,Lose
1863,59,233,932,2/4/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Mario,6,Lose,Tie,30,129,120-129,3,12,Cup Win,NO,Win
1864,59,233,932,2/4/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Peter,9,Win,Tie,30,94,090-099,0,4,Cup Lose,NO,Lose
1865,59,234,933,2/4/13,150cc,2 Flower Cup,5 Toad's Turnpike,Mario,9,Win,Win,33,129,120-129,3,12,Cup Win,NO,Win
1866,59,234,933,2/4/13,150cc,2 Flower Cup,5 Toad's Turnpike,Peter,6,Lose,Lose,24,94,090-099,0,4,Cup Lose,NO,Lose
1867,59,234,934,2/4/13,150cc,2 Flower Cup,6 Frappe Snowland,Mario,6,Lose,Win,33,129,120-129,3,12,Cup Win,NO,Win
1868,59,234,934,2/4/13,150cc,2 Flower Cup,6 Frappe Snowland,Peter,9,Win,Lose,24,94,090-099,0,4,Cup Lose,NO,Lose
1869,59,234,935,2/4/13,150cc,2 Flower Cup,7 Choco Mountain,Mario,9,Win,Win,33,129,120-129,3,12,Cup Win,NO,Win
1870,59,234,935,2/4/13,150cc,2 Flower Cup,7 Choco Mountain,Peter,3,Lose,Lose,24,94,090-099,0,4,Cup Lose,NO,Lose
1871,59,234,936,2/4/13,150cc,2 Flower Cup,8 Mario Raceway,Mario,9,Win,Win,33,129,120-129,3,12,Cup Win,NO,Win
1872,59,234,936,2/4/13,150cc,2 Flower Cup,8 Mario Raceway,Peter,6,Lose,Lose,24,94,090-099,0,4,Cup Lose,NO,Lose
1873,59,235,937,2/4/13,150cc,3 Star Cup,9 Wario Stadium,Mario,9,Win,Win,33,129,120-129,3,12,Cup Win,NO,Win
1874,59,235,937,2/4/13,150cc,3 Star Cup,9 Wario Stadium,Peter,1,Lose,Lose,16,94,090-099,0,4,Cup Lose,NO,Lose
1875,59,235,938,2/4/13,150cc,3 Star Cup,10 Sherbert Land,Mario,9,Win,Win,33,129,120-129,3,12,Cup Win,NO,Win
1876,59,235,938,2/4/13,150cc,3 Star Cup,10 Sherbert Land,Peter,6,Lose,Lose,16,94,090-099,0,4,Cup Lose,NO,Lose
1877,59,235,939,2/4/13,150cc,3 Star Cup,11 Royal Raceway,Mario,6,Win,Win,33,129,120-129,3,12,Cup Win,YES,Win
1878,59,235,939,2/4/13,150cc,3 Star Cup,11 Royal Raceway,Peter,3,Lose,Lose,16,94,090-099,0,4,Cup Lose,YES,Lose
1879,59,235,940,2/4/13,150cc,3 Star Cup,12 Bowser's Castle,Mario,9,Win,Win,33,129,120-129,3,12,Cup Win,NO,Win
1880,59,235,940,2/4/13,150cc,3 Star Cup,12 Bowser's Castle,Peter,6,Lose,Lose,16,94,090-099,0,4,Cup Lose,NO,Lose
1881,59,236,941,2/4/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Mario,9,Win,Win,33,129,120-129,3,12,Cup Win,NO,Win
1882,59,236,941,2/4/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Peter,3,Lose,Lose,24,94,090-099,0,4,Cup Lose,NO,Lose
1883,59,236,942,2/4/13,150cc,4 Special Cup,14 Yoshi Valley,Mario,6,Lose,Win,33,129,120-129,3,12,Cup Win,NO,Win
1884,59,236,942,2/4/13,150cc,4 Special Cup,14 Yoshi Valley,Peter,9,Win,Lose,24,94,090-099,0,4,Cup Lose,NO,Lose
1885,59,236,943,2/4/13,150cc,4 Special Cup,15 Banshee Boardwalk,Mario,9,Win,Win,33,129,120-129,3,12,Cup Win,NO,Win
1886,59,236,943,2/4/13,150cc,4 Special Cup,15 Banshee Boardwalk,Peter,6,Lose,Lose,24,94,090-099,0,4,Cup Lose,NO,Lose
1887,59,236,944,2/4/13,150cc,4 Special Cup,16 Rainbow Road,Mario,9,Win,Win,33,129,120-129,3,12,Cup Win,NO,Win
1888,59,236,944,2/4/13,150cc,4 Special Cup,16 Rainbow Road,Peter,6,Lose,Lose,24,94,090-099,0,4,Cup Lose,NO,Lose
1889,60,237,945,2/4/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Mario,9,Win,Tie,30,123,120-129,3,12,Cup Win,NO,Win
1890,60,237,945,2/4/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Peter,6,Lose,Tie,30,87,080-089,0,4,Cup Lose,NO,Lose
1891,60,237,946,2/4/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Mario,6,Lose,Tie,30,123,120-129,3,12,Cup Win,NO,Win
1892,60,237,946,2/4/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Peter,9,Win,Tie,30,87,080-089,0,4,Cup Lose,NO,Lose
1893,60,237,947,2/4/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,6,Lose,Tie,30,123,120-129,3,12,Cup Win,NO,Win
1894,60,237,947,2/4/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,9,Win,Tie,30,87,080-089,0,4,Cup Lose,NO,Lose
1895,60,237,948,2/4/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Tie,30,123,120-129,3,12,Cup Win,NO,Win
1896,60,237,948,2/4/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Tie,30,87,080-089,0,4,Cup Lose,NO,Lose
1897,60,238,949,2/4/13,150cc,2 Flower Cup,5 Toad's Turnpike,Mario,9,Win,Win,33,123,120-129,3,12,Cup Win,NO,Win
1898,60,238,949,2/4/13,150cc,2 Flower Cup,5 Toad's Turnpike,Peter,6,Lose,Lose,21,87,080-089,0,4,Cup Lose,NO,Lose
1899,60,238,950,2/4/13,150cc,2 Flower Cup,6 Frappe Snowland,Mario,9,Win,Win,33,123,120-129,3,12,Cup Win,NO,Win
1900,60,238,950,2/4/13,150cc,2 Flower Cup,6 Frappe Snowland,Peter,6,Lose,Lose,21,87,080-089,0,4,Cup Lose,NO,Lose
1901,60,238,951,2/4/13,150cc,2 Flower Cup,7 Choco Mountain,Mario,6,Win,Win,33,123,120-129,3,12,Cup Win,YES,Win
1902,60,238,951,2/4/13,150cc,2 Flower Cup,7 Choco Mountain,Peter,3,Lose,Lose,21,87,080-089,0,4,Cup Lose,YES,Lose
1903,60,238,952,2/4/13,150cc,2 Flower Cup,8 Mario Raceway,Mario,9,Win,Win,33,123,120-129,3,12,Cup Win,NO,Win
1904,60,238,952,2/4/13,150cc,2 Flower Cup,8 Mario Raceway,Peter,6,Lose,Lose,21,87,080-089,0,4,Cup Lose,NO,Lose
1905,60,239,953,2/4/13,150cc,3 Star Cup,9 Wario Stadium,Mario,9,Win,Win,27,123,120-129,3,12,Cup Win,NO,Win
1906,60,239,953,2/4/13,150cc,3 Star Cup,9 Wario Stadium,Peter,3,Lose,Lose,18,87,080-089,0,4,Cup Lose,NO,Lose
1907,60,239,954,2/4/13,150cc,3 Star Cup,10 Sherbert Land,Mario,6,Lose,Win,27,123,120-129,3,12,Cup Win,NO,Win
1908,60,239,954,2/4/13,150cc,3 Star Cup,10 Sherbert Land,Peter,9,Win,Lose,18,87,080-089,0,4,Cup Lose,NO,Lose
1909,60,239,955,2/4/13,150cc,3 Star Cup,11 Royal Raceway,Mario,9,Win,Win,27,123,120-129,3,12,Cup Win,NO,Win
1910,60,239,955,2/4/13,150cc,3 Star Cup,11 Royal Raceway,Peter,0,Lose,Lose,18,87,080-089,0,4,Cup Lose,NO,Lose
1911,60,239,956,2/4/13,150cc,3 Star Cup,12 Bowser's Castle,Mario,3,Lose,Win,27,123,120-129,3,12,Cup Win,YES,Win
1912,60,239,956,2/4/13,150cc,3 Star Cup,12 Bowser's Castle,Peter,6,Win,Lose,18,87,080-089,0,4,Cup Lose,YES,Lose
1913,60,240,957,2/4/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Mario,9,Win,Win,33,123,120-129,3,12,Cup Win,NO,Win
1914,60,240,957,2/4/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Peter,6,Lose,Lose,18,87,080-089,0,4,Cup Lose,NO,Lose
1915,60,240,958,2/4/13,150cc,4 Special Cup,14 Yoshi Valley,Mario,9,Win,Win,33,123,120-129,3,12,Cup Win,NO,Win
1916,60,240,958,2/4/13,150cc,4 Special Cup,14 Yoshi Valley,Peter,6,Lose,Lose,18,87,080-089,0,4,Cup Lose,NO,Lose
1917,60,240,959,2/4/13,150cc,4 Special Cup,15 Banshee Boardwalk,Mario,6,Win,Win,33,123,120-129,3,12,Cup Win,YES,Win
1918,60,240,959,2/4/13,150cc,4 Special Cup,15 Banshee Boardwalk,Peter,0,Lose,Lose,18,87,080-089,0,4,Cup Lose,YES,Lose
1919,60,240,960,2/4/13,150cc,4 Special Cup,16 Rainbow Road,Mario,9,Win,Win,33,123,120-129,3,12,Cup Win,NO,Win
1920,60,240,960,2/4/13,150cc,4 Special Cup,16 Rainbow Road,Peter,6,Lose,Lose,18,87,080-089,0,4,Cup Lose,NO,Lose
1921,61,241,961,2/4/13,Extra,1 Mushroom Cup,1 Luigi Raceway,Mario,6,Lose,Lose,27,88,080-089,0,4,Cup Lose,NO,Lose
1922,61,241,961,2/4/13,Extra,1 Mushroom Cup,1 Luigi Raceway,Peter,9,Win,Win,33,126,120-129,4,12,Cup Win,NO,Win
1923,61,241,962,2/4/13,Extra,1 Mushroom Cup,2 Moo Moo Farm,Mario,6,Lose,Lose,27,88,080-089,0,4,Cup Lose,NO,Lose
1924,61,241,962,2/4/13,Extra,1 Mushroom Cup,2 Moo Moo Farm,Peter,9,Win,Win,33,126,120-129,4,12,Cup Win,NO,Win
1925,61,241,963,2/4/13,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,6,Lose,Lose,27,88,080-089,0,4,Cup Lose,NO,Lose
1926,61,241,963,2/4/13,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,9,Win,Win,33,126,120-129,4,12,Cup Win,NO,Win
1927,61,241,964,2/4/13,Extra,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Lose,27,88,080-089,0,4,Cup Lose,NO,Lose
1928,61,241,964,2/4/13,Extra,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Win,33,126,120-129,4,12,Cup Win,NO,Win
1929,61,242,965,2/4/13,Extra,2 Flower Cup,5 Toad's Turnpike,Mario,3,Lose,Lose,18,88,080-089,0,4,Cup Lose,NO,Lose
1930,61,242,965,2/4/13,Extra,2 Flower Cup,5 Toad's Turnpike,Peter,9,Win,Win,33,126,120-129,4,12,Cup Win,NO,Win
1931,61,242,966,2/4/13,Extra,2 Flower Cup,6 Frappe Snowland,Mario,6,Lose,Lose,18,88,080-089,0,4,Cup Lose,NO,Lose
1932,61,242,966,2/4/13,Extra,2 Flower Cup,6 Frappe Snowland,Peter,9,Win,Win,33,126,120-129,4,12,Cup Win,NO,Win
1933,61,242,967,2/4/13,Extra,2 Flower Cup,7 Choco Mountain,Mario,0,Lose,Lose,18,88,080-089,0,4,Cup Lose,NO,Lose
1934,61,242,967,2/4/13,Extra,2 Flower Cup,7 Choco Mountain,Peter,9,Win,Win,33,126,120-129,4,12,Cup Win,NO,Win
1935,61,242,968,2/4/13,Extra,2 Flower Cup,8 Mario Raceway,Mario,9,Win,Lose,18,88,080-089,0,4,Cup Lose,NO,Lose
1936,61,242,968,2/4/13,Extra,2 Flower Cup,8 Mario Raceway,Peter,6,Lose,Win,33,126,120-129,4,12,Cup Win,NO,Win
1937,61,243,969,2/4/13,Extra,3 Star Cup,9 Wario Stadium,Mario,1,Lose,Lose,22,88,080-089,0,4,Cup Lose,YES,Lose
1938,61,243,969,2/4/13,Extra,3 Star Cup,9 Wario Stadium,Peter,3,Win,Win,27,126,120-129,4,12,Cup Win,YES,Win
1939,61,243,970,2/4/13,Extra,3 Star Cup,10 Sherbert Land,Mario,6,Lose,Lose,22,88,080-089,0,4,Cup Lose,NO,Lose
1940,61,243,970,2/4/13,Extra,3 Star Cup,10 Sherbert Land,Peter,9,Win,Win,27,126,120-129,4,12,Cup Win,NO,Win
1941,61,243,971,2/4/13,Extra,3 Star Cup,11 Royal Raceway,Mario,9,Win,Lose,22,88,080-089,0,4,Cup Lose,NO,Lose
1942,61,243,971,2/4/13,Extra,3 Star Cup,11 Royal Raceway,Peter,6,Lose,Win,27,126,120-129,4,12,Cup Win,NO,Win
1943,61,243,972,2/4/13,Extra,3 Star Cup,12 Bowser's Castle,Mario,6,Lose,Lose,22,88,080-089,0,4,Cup Lose,NO,Lose
1944,61,243,972,2/4/13,Extra,3 Star Cup,12 Bowser's Castle,Peter,9,Win,Win,27,126,120-129,4,12,Cup Win,NO,Win
1945,61,244,973,2/4/13,Extra,4 Special Cup,13 DK's Jungle Parkway,Mario,6,Lose,Lose,21,88,080-089,0,4,Cup Lose,NO,Lose
1946,61,244,973,2/4/13,Extra,4 Special Cup,13 DK's Jungle Parkway,Peter,9,Win,Win,33,126,120-129,4,12,Cup Win,NO,Win
1947,61,244,974,2/4/13,Extra,4 Special Cup,14 Yoshi Valley,Mario,6,Lose,Lose,21,88,080-089,0,4,Cup Lose,NO,Lose
1948,61,244,974,2/4/13,Extra,4 Special Cup,14 Yoshi Valley,Peter,9,Win,Win,33,126,120-129,4,12,Cup Win,NO,Win
1949,61,244,975,2/4/13,Extra,4 Special Cup,15 Banshee Boardwalk,Mario,0,Lose,Lose,21,88,080-089,0,4,Cup Lose,NO,Lose
1950,61,244,975,2/4/13,Extra,4 Special Cup,15 Banshee Boardwalk,Peter,9,Win,Win,33,126,120-129,4,12,Cup Win,NO,Win
1951,61,244,976,2/4/13,Extra,4 Special Cup,16 Rainbow Road,Mario,9,Win,Lose,21,88,080-089,0,4,Cup Lose,NO,Lose
1952,61,244,976,2/4/13,Extra,4 Special Cup,16 Rainbow Road,Peter,6,Lose,Win,33,126,120-129,4,12,Cup Win,NO,Win
1953,62,245,977,2/4/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Mario,9,Win,Win,33,121,120-129,3,12,Cup Win,NO,Win
1954,62,245,977,2/4/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Peter,6,Lose,Lose,27,94,090-099,1,4,Cup Lose,NO,Lose
1955,62,245,978,2/4/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Mario,9,Win,Win,33,121,120-129,3,12,Cup Win,NO,Win
1956,62,245,978,2/4/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Peter,6,Lose,Lose,27,94,090-099,1,4,Cup Lose,NO,Lose
1957,62,245,979,2/4/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,6,Lose,Win,33,121,120-129,3,12,Cup Win,NO,Win
1958,62,245,979,2/4/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,9,Win,Lose,27,94,090-099,1,4,Cup Lose,NO,Lose
1959,62,245,980,2/4/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Win,33,121,120-129,3,12,Cup Win,NO,Win
1960,62,245,980,2/4/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Lose,27,94,090-099,1,4,Cup Lose,NO,Lose
1961,62,246,981,2/4/13,150cc,2 Flower Cup,5 Toad's Turnpike,Mario,1,Lose,Lose,25,121,120-129,3,12,Cup Win,NO,Win
1962,62,246,981,2/4/13,150cc,2 Flower Cup,5 Toad's Turnpike,Peter,9,Win,Win,27,94,090-099,1,4,Cup Lose,NO,Lose
1963,62,246,982,2/4/13,150cc,2 Flower Cup,6 Frappe Snowland,Mario,9,Win,Lose,25,121,120-129,3,12,Cup Win,NO,Win
1964,62,246,982,2/4/13,150cc,2 Flower Cup,6 Frappe Snowland,Peter,3,Lose,Win,27,94,090-099,1,4,Cup Lose,NO,Lose
1965,62,246,983,2/4/13,150cc,2 Flower Cup,7 Choco Mountain,Mario,6,Lose,Lose,25,121,120-129,3,12,Cup Win,NO,Win
1966,62,246,983,2/4/13,150cc,2 Flower Cup,7 Choco Mountain,Peter,9,Win,Win,27,94,090-099,1,4,Cup Lose,NO,Lose
1967,62,246,984,2/4/13,150cc,2 Flower Cup,8 Mario Raceway,Mario,9,Win,Lose,25,121,120-129,3,12,Cup Win,NO,Win
1968,62,246,984,2/4/13,150cc,2 Flower Cup,8 Mario Raceway,Peter,6,Lose,Win,27,94,090-099,1,4,Cup Lose,NO,Lose
1969,62,247,985,2/4/13,150cc,3 Star Cup,9 Wario Stadium,Mario,0,Lose,Win,27,121,120-129,3,12,Cup Win,YES,Win
1970,62,247,985,2/4/13,150cc,3 Star Cup,9 Wario Stadium,Peter,3,Win,Lose,21,94,090-099,1,4,Cup Lose,YES,Lose
1971,62,247,986,2/4/13,150cc,3 Star Cup,10 Sherbert Land,Mario,9,Win,Win,27,121,120-129,3,12,Cup Win,NO,Win
1972,62,247,986,2/4/13,150cc,3 Star Cup,10 Sherbert Land,Peter,6,Lose,Lose,21,94,090-099,1,4,Cup Lose,NO,Lose
1973,62,247,987,2/4/13,150cc,3 Star Cup,11 Royal Raceway,Mario,9,Win,Win,27,121,120-129,3,12,Cup Win,NO,Win
1974,62,247,987,2/4/13,150cc,3 Star Cup,11 Royal Raceway,Peter,6,Lose,Lose,21,94,090-099,1,4,Cup Lose,NO,Lose
1975,62,247,988,2/4/13,150cc,3 Star Cup,12 Bowser's Castle,Mario,9,Win,Win,27,121,120-129,3,12,Cup Win,NO,Win
1976,62,247,988,2/4/13,150cc,3 Star Cup,12 Bowser's Castle,Peter,6,Lose,Lose,21,94,090-099,1,4,Cup Lose,NO,Lose
1977,62,248,989,2/4/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Mario,9,Win,Win,36,121,120-129,3,12,Cup Win,NO,Win
1978,62,248,989,2/4/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Peter,6,Lose,Lose,19,94,090-099,1,4,Cup Lose,NO,Lose
1979,62,248,990,2/4/13,150cc,4 Special Cup,14 Yoshi Valley,Mario,9,Win,Win,36,121,120-129,3,12,Cup Win,NO,Win
1980,62,248,990,2/4/13,150cc,4 Special Cup,14 Yoshi Valley,Peter,6,Lose,Lose,19,94,090-099,1,4,Cup Lose,NO,Lose
1981,62,248,991,2/4/13,150cc,4 Special Cup,15 Banshee Boardwalk,Mario,9,Win,Win,36,121,120-129,3,12,Cup Win,NO,Win
1982,62,248,991,2/4/13,150cc,4 Special Cup,15 Banshee Boardwalk,Peter,1,Lose,Lose,19,94,090-099,1,4,Cup Lose,NO,Lose
1983,62,248,992,2/4/13,150cc,4 Special Cup,16 Rainbow Road,Mario,9,Win,Win,36,121,120-129,3,12,Cup Win,NO,Win
1984,62,248,992,2/4/13,150cc,4 Special Cup,16 Rainbow Road,Peter,6,Lose,Lose,19,94,090-099,1,4,Cup Lose,NO,Lose
1985,63,249,993,2/4/13,Extra,1 Mushroom Cup,1 Luigi Raceway,Mario,9,Win,Lose,27,118,110-119,2,10,Points Win,NO,Win
1986,63,249,993,2/4/13,Extra,1 Mushroom Cup,1 Luigi Raceway,Peter,6,Lose,Win,30,105,100-109,2,6,Points Lose,NO,Lose
1987,63,249,994,2/4/13,Extra,1 Mushroom Cup,2 Moo Moo Farm,Mario,6,Lose,Lose,27,118,110-119,2,10,Points Win,NO,Win
1988,63,249,994,2/4/13,Extra,1 Mushroom Cup,2 Moo Moo Farm,Peter,9,Win,Win,30,105,100-109,2,6,Points Lose,NO,Lose
1989,63,249,995,2/4/13,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,9,Win,Lose,27,118,110-119,2,10,Points Win,NO,Win
1990,63,249,995,2/4/13,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,6,Lose,Win,30,105,100-109,2,6,Points Lose,NO,Lose
1991,63,249,996,2/4/13,Extra,1 Mushroom Cup,4 Kalimari Desert,Mario,3,Lose,Lose,27,118,110-119,2,10,Points Win,NO,Win
1992,63,249,996,2/4/13,Extra,1 Mushroom Cup,4 Kalimari Desert,Peter,9,Win,Win,30,105,100-109,2,6,Points Lose,NO,Lose
1993,63,250,997,2/4/13,Extra,2 Flower Cup,5 Toad's Turnpike,Mario,1,Lose,Lose,25,118,110-119,2,10,Points Win,NO,Win
1994,63,250,997,2/4/13,Extra,2 Flower Cup,5 Toad's Turnpike,Peter,9,Win,Win,27,105,100-109,2,6,Points Lose,NO,Lose
1995,63,250,998,2/4/13,Extra,2 Flower Cup,6 Frappe Snowland,Mario,9,Win,Lose,25,118,110-119,2,10,Points Win,NO,Win
1996,63,250,998,2/4/13,Extra,2 Flower Cup,6 Frappe Snowland,Peter,6,Lose,Win,27,105,100-109,2,6,Points Lose,NO,Lose
1997,63,250,999,2/4/13,Extra,2 Flower Cup,7 Choco Mountain,Mario,9,Win,Lose,25,118,110-119,2,10,Points Win,NO,Win
1998,63,250,999,2/4/13,Extra,2 Flower Cup,7 Choco Mountain,Peter,3,Lose,Win,27,105,100-109,2,6,Points Lose,NO,Lose
1999,63,250,1000,2/4/13,Extra,2 Flower Cup,8 Mario Raceway,Mario,6,Lose,Lose,25,118,110-119,2,10,Points Win,NO,Win
